a,b,c,d,e,f,g,h,j,k,l,m,n,o,p,fecha,monto,score,fraude
4,,,8,0.0000000000000000,1,BR,10,cat_ea4d5e8,0.024787279412560537,244,244,1,N,Y,2020-03-09 20:06:01,26.56,79,0
4,0.7609,73016.71,8,0.0000000000000000,1,AR,3,cat_e75a873,0.96862834899329897,924,496,1,,Y,2020-03-17 10:29:16,69.73,13,0
4,,,3,0.7902097902097902,372,BR,23,cat_3c99e29,0.76224193244237881,4475,362,1,,N,2020-03-10 08:03:01,9.54,20,0
4,0.7384,31611.93,5,0.0000000000000000,0,BR,17,cat_e131d4d,0.65234035628493459,189,189,1,,N,2020-03-17 09:51:55,40.08,66,0
4,0.5917,1676254.88,1,0.6655942947702060,5,AR,24,cat_dfa0165,0.92997545651265412,3583,0,1,Y,N,2020-03-25 15:27:28,9.99,89,0
4,0.7755,92929.29,50,0.2556502408299370,78,BR,12,cat_846b079,0.21704021140766372,2769,1544,1,N,Y,2020-04-10 10:36:13,5.13,34,0
4,0.5247,114898.69,1,0.8425000000000000,1,AR,16,cat_21ac14d,0.3556289177519858,651,0,1,,N,2020-03-31 11:21:31,7.97,36,0
4,0.7375,2553.69,50,0.2360944377751100,54,BR,2,cat_c7c48ec,0.34664133422296217,3405,1225,1,,Y,2020-04-14 20:11:16,4.76,41,0
2,0.7133,396.61,16,0.0000000000000000,4,BR,0,cat_8ef7164,0.41537251198768033,3637,344,1,,N,2020-04-17 09:04:49,20.68,79,0
4,0.6092,471771.83,3,0.3723226950354609,1,AR,33,cat_f0fe61b,0.49548292825421569,5128,439,1,,N,2020-04-21 11:50:27,8.63,68,0
4,0.8199,74441.04,1,0.8066696710229833,0,BR,2,cat_0820fab,0.71618558543331545,182,0,1,,N,2020-04-05 10:38:25,4.34,73,0
4,0.7536,64093.84,11,0.0000000000000000,1,BR,3,cat_1cce58b,0.56912027269554599,126,125,1,,Y,2020-03-20 10:13:59,32.36,5,0
4,0.7238,30012.51,2,1.0187500000000000,5,BR,5,cat_536f59d,0.19077628512571465,2326,6,1,,N,2020-03-25 11:03:52,9.51,0,0
4,0.7243,39002.89,26,0.0000000000000000,0,SE,14,cat_e830a06,0.54556971739981819,123,119,1,,Y,2020-03-13 15:45:40,60.49,17,0
4,0.7285,11931.48,4,0.2781250000000000,6,BR,2,cat_b7febb2,0.069976574381680479,3534,57,1,,Y,2020-03-28 18:33:08,6.37,12,0
4,,,6,0.2607453268246219,0,BR,40,cat_773a095,0.60088727775033135,15,13,0,,N,2020-03-09 16:37:27,18.67,86,0
2,,,50,0.0000000000000000,63,UY,37,cat_f0c7958,0.39680428492028597,3607,566,1,,Y,2020-03-12 13:44:48,3.12,13,0
4,0.8000,37041.38,21,0.3072727272727272,0,BR,16,cat_48d1c52,0.45948515159703618,662,44,1,,N,2020-03-08 21:24:32,12.23,82,0
2,0.5125,512.35,7,0.0000000000000000,67,AR,12,cat_d7c8a47,0.19634003988948834,4824,180,1,Y,Y,2020-04-16 19:54:02,8.44,44,0
4,0.7109,373930.48,48,0.1977077363896848,10,BR,9,cat_3abc3a9,0.88824801671277243,4395,507,1,,Y,2020-03-16 19:01:42,7.37,51,0
4,0.9759,3549.22,18,0.0000000000000000,14,BR,0,cat_95ac705,0.16363822461272193,1406,120,1,,Y,2020-04-21 14:35:40,115.58,33,0
4,0.7377,11533.11,26,0.8828571428571428,2,BR,32,cat_d69d46a,0.75760763130224973,961,470,1,,N,2020-04-12 23:37:13,6.60,18,0
4,0.6494,2022.34,17,0.3318840579710144,0,BR,1,cat_7723470,0.81433629434303612,151,120,1,,Y,2020-04-03 17:59:25,13.50,6,0
4,0.7595,172678.69,13,0.4361744697879151,37,BR,12,cat_f984c42,0.45998504672612484,1139,174,1,Y,Y,2020-03-30 16:18:42,4.97,45,0
4,0.7896,10990.26,1,0.0000000000000000,0,BR,0,cat_72781ea,0.22044033892017012,3801,21,1,,N,2020-04-02 15:16:55,23.67,17,0
2,0.3839,74715.36,50,0.0000000000000000,52,AR,9,cat_d5975ae,0.95509232623000884,2820,845,1,Y,Y,2020-04-19 13:59:40,7.49,29,0
4,0.6740,56359.12,50,0.8742138364779874,23,BR,6,cat_b7febb2,0.6661412407636611,2938,828,1,Y,Y,2020-03-26 12:32:31,3.11,0,0
4,0.8278,563335.48,12,0.0000000000000000,1,BR,0,cat_ec06c68,0.85429205572258837,1715,128,1,,N,2020-03-25 21:40:27,53.71,33,0
4,0.4902,22440.71,20,0.0000000000000000,18,AR,49,cat_21ac14d,0.54091486706874292,1261,321,1,Y,Y,2020-04-15 09:18:16,30.43,24,0
4,0.7738,4806.63,34,0.1282887584257447,17,BR,1,cat_0f47e2a,0.37707698923568955,1960,1000,1,,Y,2020-03-21 10:26:14,9.71,26,0
4,0.8176,19090.54,50,0.0000000000000000,133,BR,15,cat_d5f76af,0.29319419728945562,5541,795,1,,Y,2020-04-13 22:30:29,24.87,15,0
4,0.8018,444442.64,26,0.0000000000000000,0,BR,5,cat_2f5e8bb,0.85163586802372393,47,45,0,,N,2020-04-09 11:27:05,47.20,89,1
4,0.6013,98899.92,6,0.0000000000000000,1,AR,19,cat_079b3c5,0.47927245379945305,961,436,1,,Y,2020-04-13 19:07:59,22.93,70,0
4,0.7342,129321.81,24,0.3225806451612903,14,BR,44,cat_816706d,0.9371882184692133,1415,144,1,,Y,2020-03-14 16:32:42,8.61,44,0
4,,,5,0.0000000000000000,2,BR,6,cat_bdcf37d,0.84655423946550812,1426,84,1,,N,2020-03-12 09:20:30,43.97,75,0
1,0.5685,5579024.25,23,0.1208347980536180,0,BR,5,cat_54ea394,0.42533466759164185,98,45,0,,N,2020-04-09 20:35:15,103.14,10,0
4,0.8020,11148.06,39,0.1624685138539042,4,BR,3,cat_dc06062,0.27199866838482123,2435,194,1,,Y,2020-03-23 15:06:38,16.76,84,0
4,0.6824,4597.95,28,0.3316666666666666,22,BR,19,cat_11bc7be,0.81729320474232026,3016,245,1,Y,Y,2020-03-23 15:38:02,12.67,60,0
4,0.7798,190462.54,1,0.3150648662960021,79,BR,54,cat_d5f76af,0.86191611044938909,5759,0,1,,N,2020-03-27 13:16:05,7.34,53,0
1,0.7903,309689.15,16,0.5380476556495003,0,BR,7,cat_336e357,0.97013284573752046,517,133,0,,N,2020-04-09 19:59:15,4.94,35,0
4,0.8784,426.27,41,0.0000000000000000,23,BR,0,cat_a2bca79,0.68600189217166019,3208,247,1,,Y,2020-04-05 18:58:06,36.98,66,0
4,0.8415,772866.22,50,0.2996498249124562,0,BR,36,cat_2d206f7,0.40319164465309143,1425,475,1,,Y,2020-04-02 16:46:55,39.42,9,0
4,0.6941,22446.27,2,0.1941176470588235,2,BR,17,cat_09d1cd6,0.90871405916196935,3246,20,1,,N,2020-03-08 18:32:03,11.34,13,0
4,0.7829,92594.53,50,0.0000000000000000,18,BR,5,cat_972800b,0.063892636277611103,5217,469,1,,Y,2020-03-18 08:20:37,36.39,62,0
4,0.6643,303146.83,3,0.2188805503439649,33,AR,3,cat_bf6dfa0,0.090365867915114251,6510,229,1,,Y,2020-04-09 11:48:52,24.78,69,0
2,0.8217,57223.09,50,0.0000000000000000,74,UY,0,cat_a60221e,0.51225164230742237,4609,679,1,,Y,2020-03-30 14:52:01,148.23,21,0
3,0.8792,8153.45,30,0.1124260355029585,1,BR,15,cat_eb725f4,0.0033609389705198112,360,356,1,,Y,2020-03-27 15:49:02,164.26,67,1
4,0.8180,1221.15,27,0.0000000000000000,77,BR,0,cat_0f47e2a,0.48351681180930939,2857,408,1,,Y,2020-03-19 18:53:17,24.57,45,0
2,0.5944,584.04,1,0.0000000000000000,0,AR,2,cat_f4dd4b7,0.95167035891828888,0,0,0,N,N,2020-03-15 18:09:13,92.83,100,1
4,0.6279,5378.31,50,0.0000000000000000,20,AR,1,cat_8637a50,0.20900860431659751,2332,1073,1,,Y,2020-03-18 15:37:56,68.22,92,0
4,0.8076,39200.57,50,0.0000000000000000,6,BR,5,cat_d16b582,0.92655794980318262,2700,933,1,,Y,2020-04-09 22:08:01,62.02,50,0
4,0.7249,251500.06,32,0.2577544779379641,0,BR,53,cat_02222ba,0.26249191734116195,99,98,0,,N,2020-04-09 20:13:01,4.37,91,0
4,0.7420,296739.61,5,0.4858611825192802,0,BR,45,cat_69f9f9d,0.62698539097131345,350,5,0,,N,2020-03-10 23:14:04,8.65,82,0
4,0.7313,3873830.11,17,0.0000000000000000,86,AR,7,cat_a349b79,0.23835155549495113,4948,58,1,,N,2020-03-23 19:42:24,79.30,84,0
4,0.7171,222263.48,3,0.0000000000000000,1,BR,4,cat_1025606,0.92549594930769175,268,268,1,Y,Y,2020-04-21 16:38:47,77.18,20,0
4,0.7443,36372.95,3,0.3685867753287645,2,BR,8,cat_315477d,0.27586026631266236,985,229,1,,Y,2020-03-08 20:35:55,12.00,27,0
4,0.7850,142749.40,0,0.0000000000000000,0,BR,27,cat_7d79cff,0.21141354695170023,0,0,0,,N,2020-04-08 11:52:23,32.70,85,0
4,0.7943,21886.02,50,0.3763919821826280,18,BR,1,cat_9404cfd,0.37251458478733568,1373,351,1,Y,Y,2020-04-17 14:29:18,8.84,52,0
1,,,1,0.1343827990017277,21,BR,37,cat_a83419f,0.072802866623128182,2471,261,1,,Y,2020-03-13 13:04:40,112.73,30,0
4,0.7700,37913.27,2,0.1690544412607449,21,BR,30,cat_d2830d7,0.15662844549443378,1959,210,1,,Y,2020-03-16 15:04:53,7.51,23,0
4,,,28,0.2542097186700767,15,AR,18,cat_3203c7c,0.48726080271114114,4348,246,1,,Y,2020-03-12 18:47:50,15.66,100,0
4,0.5600,12748.63,16,2.5590551181102362,48,AR,22,cat_d1cacf8,0.64576308481864331,4136,860,1,,Y,2020-04-19 12:47:32,1.95,33,0
4,0.6237,44303.34,20,0.0000000000000000,340,AR,0,cat_08113a2,0.41834583076312981,3545,242,1,,Y,2020-04-21 08:59:17,42.67,3,0
1,0.7363,643186.41,5,0.0000000000000000,2,BR,25,cat_8ef7164,0.0053985979613742074,269,110,1,,Y,2020-04-06 18:46:17,8.70,32,0
4,0.7504,4803.90,5,0.0000000000000000,2,BR,10,cat_381751d,0.90860192829142505,3638,48,0,,N,2020-03-27 13:38:58,63.33,83,0
4,0.8405,92554.06,50,0.0000000000000000,30,AR,13,cat_21fe172,0.1728793013930634,6168,1645,1,,Y,2020-03-16 13:02:58,55.57,72,0
4,0.8930,10776.54,12,0.2785571142284569,15,BR,1,cat_cce9bd1,0.34114591233775471,1475,272,0,,Y,2020-04-11 13:13:39,9.42,44,0
2,0.9314,1495.54,1,0.0000000000000000,-1,BR,2,cat_a3b095d,0.9513727057311705,2041,1,1,,N,2020-04-12 16:38:27,80.95,82,0
4,0.8570,51734.96,3,0.0000000000000000,1,BR,1,cat_604df77,0.96028450679617805,1345,521,1,Y,Y,2020-04-08 18:05:41,29.46,85,0
4,0.8494,16260.09,4,0.1862732841605200,4,BR,36,cat_d444adc,0.57100021728701122,3356,252,1,,Y,2020-04-19 04:48:31,15.75,36,0
4,0.7550,65960.08,3,0.2369477911646586,13,BR,10,cat_fd8d8c5,0.44202610472241233,2899,115,1,,Y,2020-04-02 15:51:58,4.91,27,0
4,,,50,0.2739130434782608,1,BR,10,cat_9c39285,0.5389355424326645,392,388,1,,Y,2020-03-12 17:13:05,14.93,20,0
4,0.8404,26515.88,50,0.2493479394887845,35,BR,12,cat_c8fff07,0.6506202943837458,3810,364,1,,Y,2020-03-17 08:28:40,20.23,21,0
4,0.7960,43570.06,50,0.0000000000000000,33,BR,18,cat_5fa59cc,0.14276550275054589,2277,983,1,,Y,2020-04-17 17:02:21,35.21,25,0
4,0.6953,4781.87,20,0.2408163265306122,5,BR,6,cat_2d99b60,0.16732565682966438,2305,72,1,,N,2020-04-08 10:52:57,4.71,59,0
4,0.7814,9087.07,1,0.0000000000000000,0,BR,0,cat_8f5bd9e,0.20999778155146132,0,0,0,,N,2020-03-23 10:49:14,69.61,92,1
4,0.6756,42920.91,1,0.5558823529411764,0,BR,35,cat_b7febb2,0.53287153308566815,0,0,0,,N,2020-03-08 08:09:24,7.56,76,0
4,,,3,0.1592128801431127,34,BR,2,cat_377ddea,0.6251276056448809,1758,43,1,N,N,2020-03-11 21:39:21,12.45,19,0
4,0.7765,8505.25,2,0.3705293276108726,4,BR,7,cat_6263a0f,0.88070191273224552,1772,22,1,,N,2020-03-22 09:35:14,14.76,11,0
4,0.6968,189528.11,1,0.1463157894736842,37,BR,35,cat_ea4d5e8,0.067685678164203011,5487,190,1,N,Y,2020-03-17 14:41:56,20.05,2,0
4,,,50,0.1729314462523088,96,AR,4,cat_78d38bd,0.072613724711040106,3413,650,1,Y,Y,2020-03-13 13:45:49,13.62,91,0
4,0.8212,447327.69,6,0.0000000000000000,22,BR,46,cat_ec06c68,0.87719435397055889,4926,546,1,,Y,2020-03-29 10:20:47,50.25,29,0
2,0.5727,17058.69,6,0.0000000000000000,1,AR,48,cat_7734c67,0.12855547457498773,2893,51,1,,N,2020-04-08 09:36:31,6.81,34,0
4,0.0000,166.83,50,0.0000000000000000,16,AR,3,cat_636069d,0.31065649743692347,2711,1131,1,,Y,2020-04-16 07:46:00,151.93,55,0
4,0.8281,346734.47,35,0.0000000000000000,0,BR,5,cat_e5ca240,0.44631326439680663,1833,177,1,,N,2020-03-27 15:09:01,330.26,77,0
4,0.4292,28093.29,43,0.1957435627955859,0,BR,11,cat_62b60de,0.83063050555201912,109,45,0,,N,2020-03-18 16:30:48,16.30,78,0
4,0.6471,66790.81,19,0.0000000000000000,21,CO,26,cat_dca14b8,0.98504028928556764,5728,184,1,,N,2020-03-19 20:51:56,47.71,90,0
4,0.9410,1516.28,50,0.0000000000000000,83,BR,1,cat_a53ff63,0.23414211416860553,3531,683,1,,Y,2020-04-08 18:16:33,51.50,17,0
4,0.8051,66419.09,1,0.0000000000000000,7,BR,29,cat_e686ce3,0.73713548386472638,1516,0,1,N,N,2020-04-18 10:57:11,98.27,50,0
4,0.7862,273506.39,30,0.1254773595199127,1,BR,9,cat_7427ef8,0.32889132313568226,1612,344,1,,Y,2020-03-23 01:09:55,11.61,48,0
3,0.6925,27402.36,50,0.0000000000000000,44,BR,10,cat_d9753d4,0.85479015978710038,1091,1033,1,,Y,2020-03-16 09:20:54,7.94,51,0
4,0.5453,31185.20,50,0.1307836025936916,81,BR,54,cat_262401f,0.64052037968444253,1890,324,1,N,Y,2020-04-05 18:15:25,17.80,44,0
4,0.8202,3234293.17,49,0.0000000000000000,150,BR,44,cat_c7c4229,0.24294866469184129,5307,437,1,,N,2020-04-17 19:19:06,73.83,75,0
4,0.8031,1914.65,50,0.0712570056044835,450,BR,8,cat_846b079,0.11246652754423891,4151,395,1,,Y,2020-03-26 05:40:02,24.44,18,0
4,0.7361,8543.43,3,0.0000000000000000,0,BR,11,cat_24efed4,0.227049672543572,660,660,0,,N,2020-04-03 18:43:19,24.81,34,0
4,0.6866,37562.62,8,0.0000000000000000,9,AR,8,cat_df78623,0.17539420502974323,3170,474,1,,N,2020-04-05 04:34:42,26.38,2,0
4,0.7055,64137.06,2,0.0000000000000000,121,BR,30,cat_b7aad39,0.07088438243377837,6455,188,1,,Y,2020-03-18 19:58:36,50.26,5,0
4,0.8738,919778.21,50,0.1289855072463768,4,BR,3,cat_8d714cd,0.36599069187520783,1997,627,1,,Y,2020-04-08 22:53:58,13.27,0,0
4,0.5766,45951.01,31,0.2688380716934487,31,AR,9,cat_a349b79,0.023970299126467864,1388,107,1,,Y,2020-03-11 11:39:47,12.98,95,0
4,0.6222,56791.99,5,0.0000000000000000,114,AR,23,cat_658a502,0.85372737679064414,3582,271,1,Y,Y,2020-04-15 09:44:28,76.83,0,0
4,0.7326,30506.06,12,0.1400000000000000,5,BR,4,cat_a1c7007,0.3948633423846637,360,279,1,,N,2020-03-16 14:28:53,50.58,85,0
4,0.8057,169811.61,20,0.3169533169533169,104,BR,10,cat_960e53d,0.053161794009451313,3876,717,1,N,Y,2020-04-03 11:53:38,8.14,0,0
2,,,50,0.0000000000000000,0,AR,0,cat_18befa0,0.4886846689820139,512,316,1,,Y,2020-04-02 08:40:26,121.16,36,0
4,0.7223,33867.99,2,0.4944444444444444,2,BR,50,cat_a40929a,0.65410001772179882,1217,130,1,,N,2020-03-25 19:06:20,3.52,37,0
4,0.5936,856.50,50,0.2483333333333333,33,BR,1,cat_bc0de62,0.99622367145772017,2383,401,1,,Y,2020-04-10 02:22:15,11.40,37,0
4,0.7562,184124.99,30,0.1881174719177155,0,BR,11,cat_4ae64dd,0.43761887261916144,473,469,1,,Y,2020-03-11 17:03:27,16.33,50,0
4,0.8143,10005.20,50,0.0000000000000000,12,BR,2,cat_604df77,0.86186913142459431,638,634,1,,Y,2020-03-18 14:15:51,128.28,84,0
4,0.6324,18344.58,3,0.2617647058823529,0,BR,41,cat_f891957,0.43558207866363574,1535,142,1,Y,N,2020-04-19 11:06:44,6.70,9,0
4,0.8043,9293.64,1,0.0000000000000000,0,BR,25,cat_ffe7351,0.033206549749298375,384,0,1,Y,N,2020-04-20 21:20:47,17.33,0,0
4,0.7978,3777.36,1,0.0040485829959514,6,UY,0,cat_e5ca240,0.25565123882108409,1297,0,1,N,N,2020-03-31 14:19:45,950.00,75,0
3,0.7472,6880.14,1,0.0000000000000000,1,BR,10,cat_f4a95b8,0.9140193716920777,2206,0,1,,N,2020-04-21 19:49:04,49.17,85,0
4,0.7651,182990.89,14,0.0000000000000000,10,BR,0,cat_5a231ae,0.24339960423834128,2018,647,1,,Y,2020-04-05 18:58:55,41.48,15,0
4,0.5973,111582.05,1,0.0000000000000000,21,US,6,cat_3a53758,0.65512817996609485,3213,0,1,,N,2020-04-05 17:19:14,9.77,7,0
4,0.6199,22060.55,3,0.1247379454926624,469,BR,1,cat_4e981ee,0.34408088186374641,6499,12,1,,N,2020-04-13 22:22:41,18.00,66,0
4,0.7880,16797.16,3,0.1395069753487674,2,BR,44,cat_6f55b11,0.56466304269909884,668,198,1,,Y,2020-04-13 16:54:28,37.74,4,0
4,,,50,0.1995665236051502,44,AR,11,cat_a349b79,0.91582378781118834,1653,320,1,Y,Y,2020-03-12 05:38:05,37.36,92,0
4,0.8234,7034.30,50,0.0000000000000000,7,BR,5,cat_0c79ebe,0.31903301960737096,359,355,1,,Y,2020-03-19 21:18:26,28.54,43,0
4,0.8341,68506.81,20,0.0000000000000000,158,BR,28,cat_b7d70fa,0.31414950899322136,3768,820,1,,Y,2020-04-16 21:08:14,69.05,32,0
4,0.8208,837118.09,1,0.0000000000000000,3,BR,56,cat_fc62ae1,0.24737975933763678,1833,1,1,,N,2020-03-17 06:16:03,33.35,22,0
4,0.6937,42134.98,18,0.0000000000000000,1,AR,1,cat_e600e6d,0.34737917253285033,532,142,1,,N,2020-04-10 20:47:48,45.66,58,0
4,0.9468,1138.56,8,0.4818181818181818,0,BR,26,cat_06b8e3a,0.64260552554739547,2322,41,1,,N,2020-04-19 10:47:44,6.50,55,0
4,0.8637,591.89,4,0.1434927697441601,10,BR,2,cat_0eb83e7,0.12819807553515972,6367,6,1,Y,N,2020-03-13 16:58:01,19.35,48,0
4,0.8033,37245.98,50,0.0000000000000000,3,BR,9,cat_aa51e22,0.23243178476528215,939,200,1,Y,Y,2020-03-14 09:33:21,53.60,60,0
4,0.8832,100899.64,3,0.0000000000000000,9,AR,18,cat_02711c1,0.17252638974850854,5312,629,1,Y,N,2020-04-11 20:21:50,238.76,58,1
4,0.8400,43444.35,50,0.1560509554140127,43,BR,1,cat_fb277dd,0.0311343388329135,2428,685,1,,Y,2020-04-20 13:33:59,6.18,0,0
4,0.8182,78439.09,1,0.1950464396284829,9,MX,6,cat_ca28e1c,0.43838068489568371,1422,0,1,,N,2020-04-07 12:57:48,18.78,35,0
4,0.8128,30843.58,50,0.1922005571030640,18,BR,55,cat_907dd89,0.68511830371373605,4748,411,1,Y,Y,2020-03-19 18:34:32,7.35,41,0
2,0.3676,6076.42,19,0.0000000000000000,7,AR,7,cat_94585ee,0.90185266886503257,4564,127,1,Y,Y,2020-03-10 09:45:38,1.27,79,0
4,0.5976,31792.61,1,1.8039950062421972,0,BR,14,cat_6b49e18,0.67105171643118666,1407,20,0,N,N,2020-04-03 13:15:02,3.20,65,0
4,0.5884,26013.91,50,0.0000000000000000,27,AR,1,cat_57f2adb,0.37046083101797578,4960,667,1,,Y,2020-04-12 12:24:24,5.36,16,0
4,0.3929,206.33,1,0.5119253731343283,-1,AR,6,cat_41d2590,0.43557478189449839,2452,0,1,,N,2020-03-20 19:52:04,10.65,90,0
4,0.7519,167082.40,49,1.6232558139534883,2,BR,28,cat_b7febb2,0.13423709367457448,659,148,1,,Y,2020-04-07 08:19:30,4.17,16,0
4,0.8717,2134.83,50,0.0000000000000000,23,BR,0,cat_0663b8c,0.62422337138464812,2873,1189,1,Y,Y,2020-03-22 15:19:28,37.90,41,0
4,0.5517,197133.89,48,0.0000000000000000,80,AR,6,cat_26c0f07,0.14580845873516424,2870,246,1,,Y,2020-04-12 21:48:47,46.19,64,0
4,0.7784,113673.51,1,0.6641025641025641,2,BR,22,cat_400c655,0.30080195607823157,1521,227,1,N,N,2020-04-14 20:57:55,7.43,17,0
1,0.8107,230102.44,6,0.2272636318159079,0,BR,4,cat_f582e19,0.43007475787607063,53,50,0,N,N,2020-03-27 14:53:41,38.86,18,0
4,0.6035,8524.06,3,0.6857000000000000,0,AR,1,cat_35ca56c,0.95314185932992501,663,45,1,,N,2020-04-19 11:44:33,10.74,0,0
4,0.6140,31316.29,25,0.1729323308270676,2,BR,3,cat_4249bd8,0.9683318648283965,481,326,1,Y,Y,2020-04-08 13:21:35,7.67,72,0
4,0.4493,52605.94,4,0.1263833333333333,234,AR,0,cat_e600e6d,0.81874774310120557,2692,53,1,Y,N,2020-04-16 15:48:11,27.62,70,0
4,0.8721,454.98,12,0.2662062820227222,324,BR,0,cat_d69bed9,0.81021258043361044,4178,723,1,Y,Y,2020-04-15 15:46:41,17.19,10,0
4,0.7258,67213.68,1,0.2605263157894736,0,BR,31,cat_bd06b73,0.8486591028681012,3029,77,0,,N,2020-04-21 08:32:10,7.33,1,0
4,0.7256,671388.07,19,0.0000000000000000,137,BR,8,cat_c2afc3f,0.44975858605170416,4085,138,1,,Y,2020-03-11 08:32:37,124.88,35,0
4,0.7124,20916.39,1,0.8300000000000000,32,BR,42,cat_b7febb2,0.82831825973780582,3824,3,1,,N,2020-04-15 18:56:20,5.76,63,0
4,,,2,0.0000000000000000,13,BR,4,cat_fa72bf0,0.21101844860355001,3271,272,1,Y,Y,2020-03-12 03:39:08,33.14,54,0
4,0.7386,1021743.45,50,0.0000000000000000,13,AR,49,cat_e9110c5,0.35658088597145365,1708,231,1,,Y,2020-04-03 12:05:15,311.37,22,0
2,0.7543,112284.22,2,0.0000000000000000,44,BR,54,cat_ff61796,0.90974315336281109,1947,27,1,Y,N,2020-03-18 09:57:36,58.66,83,0
4,0.8240,30224.53,4,0.4580916183236647,151,BR,49,cat_be0af8e,0.085614913789029856,3567,71,1,,N,2020-04-18 16:24:54,9.84,24,0
4,0.7602,53998.40,15,0.3898550724637681,212,BR,42,cat_8ef7164,0.072051866532980569,2656,143,1,,Y,2020-04-04 19:44:27,13.50,27,0
4,0.8313,7420.78,7,0.0000000000000000,0,BR,1,cat_bff989b,0.38280947671758625,78,75,0,,N,2020-04-20 17:30:33,26.03,77,0
4,0.8102,139674.37,50,0.0000000000000000,32,BR,11,cat_64e13fe,0.25595196961004518,5061,341,1,,Y,2020-03-10 21:15:11,28.92,61,0
4,0.8117,134365.95,17,0.3966666666666666,9,BR,3,cat_532205d,0.091344042477967236,1606,21,1,Y,N,2020-04-04 12:01:10,5.87,23,0
4,,,1,0.5235294117647058,3,BR,7,cat_f298517,0.25276042712492952,1706,0,1,N,N,2020-03-09 14:29:44,3.78,17,0
4,0.7686,195375.76,31,0.4172494172494172,1,BR,10,cat_8a090a4,0.023907105082557223,226,224,1,,Y,2020-03-29 12:17:14,8.54,45,0
3,0.7096,11887.50,1,0.4914004914004914,1,BR,6,cat_0fa0570,0.73576437470512346,4010,0,1,,N,2020-03-20 06:24:31,5.83,67,0
4,0.8111,37068.39,1,0.3241206030150753,58,BR,12,cat_0820fab,0.88352778566564538,4456,154,1,,N,2020-04-09 09:55:33,7.59,65,0
2,0.6991,55127.50,50,0.0000000000000000,71,AR,18,cat_efd0a78,0.30122234919483404,4594,588,1,,Y,2020-04-17 14:51:40,58.30,61,0
4,0.8026,55007.10,50,0.0000000000000000,3,BR,25,cat_9eff754,0.33491663254583059,1053,148,1,N,Y,2020-04-14 18:49:47,26.79,8,0
4,0.8147,80947.52,4,0.0000000000000000,0,BR,0,cat_902077f,0.89772652435741307,1223,311,1,,Y,2020-03-17 07:13:33,23.82,29,0
2,0.6183,3158.71,23,0.0000000000000000,1,BR,8,cat_ea4d5e8,0.65860142290637214,3509,42,1,Y,N,2020-03-14 20:10:48,42.02,70,0
4,0.7890,239495.50,9,0.1783567134268537,0,BR,7,cat_7dc9c03,0.1884790080943759,249,249,0,,N,2020-04-04 15:00:12,9.76,76,0
4,0.7955,506.50,13,0.8908908908908908,2,BR,22,cat_15798ba,0.92908123509510787,459,88,1,,Y,2020-04-02 20:42:53,1.97,0,0
2,0.6179,980.45,7,0.0000000000000000,22,BR,46,cat_6c4cfdc,0.13774372985818673,3669,366,1,,N,2020-03-27 19:14:28,1.99,84,0
1,0.7312,60643.27,14,0.1894189418941894,17,BR,6,cat_4249bd8,0.31967963202460226,922,214,1,,Y,2020-03-29 15:44:41,19.90,45,0
4,0.8856,2683.24,50,0.2138461538461538,0,BR,0,cat_604df77,0.87252693210431431,465,463,1,Y,Y,2020-03-27 12:07:49,12.64,65,1
4,0.7928,28086.80,12,0.2270138323840520,0,BR,12,cat_be0af8e,0.36807263657238565,415,373,1,,Y,2020-04-17 08:42:52,24.20,82,0
4,0.3513,589.97,50,0.3733200000000000,22,US,0,cat_68f82ad,0.44202204294225567,1419,874,1,,Y,2020-03-21 16:25:51,11.92,81,0
4,0.7944,642941.37,7,0.0478737997256515,0,BR,6,cat_3fcd874,0.19163071554782718,454,177,1,N,N,2020-04-18 09:17:49,143.56,69,0
4,0.8397,129513.40,32,0.0000000000000000,41,BR,7,cat_1743189,0.95311799039492229,5240,217,1,,Y,2020-03-24 15:37:00,24.26,1,0
4,0.6771,48768.24,22,0.2414975707344955,3,BR,5,cat_4519ce7,0.39964950782129449,804,101,1,,Y,2020-03-29 19:30:12,13.93,11,0
1,,,50,0.1324568516158925,7,BR,15,cat_7485f8e,0.87537751798645758,359,355,1,Y,Y,2020-03-12 10:13:27,38.15,49,0
4,0.5944,5062.73,5,0.2335817575083426,5,AR,0,cat_d5975ae,0.73988702283483221,1240,1240,1,,Y,2020-04-07 17:12:13,13.94,9,0
4,0.8153,550055.09,1,0.0000000000000000,0,AR,11,cat_f2dee25,0.26632873208323105,0,0,0,,N,2020-04-15 17:43:26,127.36,43,0
4,0.8460,45891.80,50,0.2363977485928705,16,BR,5,cat_d69bed9,0.39980628593720269,1661,1512,1,Y,Y,2020-04-16 10:37:11,15.34,17,0
4,,,5,0.0000000000000000,41,AR,5,cat_fba98b2,0.16237451606366804,1542,211,1,,Y,2020-03-12 15:05:54,0.14,65,0
4,0.7933,89511.52,20,0.1305676855895196,16,BR,24,cat_1011c51,0.59252952568674644,924,516,1,,Y,2020-03-31 14:56:00,45.07,49,0
4,0.7103,170362.58,50,0.0000000000000000,36,AR,18,cat_9b81062,0.46672275174146804,1458,317,1,,Y,2020-04-10 10:48:21,61.50,24,0
4,0.7362,5108.80,50,0.1844326351984995,15,BR,5,cat_fb60c2a,0.94806241675062353,3583,481,1,,Y,2020-04-10 12:59:44,6.08,53,0
